803753125915987968,Crickets probably have to do with putting a Goldman person in that position being the leader in the clubhouse regar… 
803753126419382272,You mean unethical 
803753126431891456,"   It's NOT FUNNY! Trump's ""flop-sweat"" as Matthews coins it. It could put all of us in harms way, mayB even killed"
803753127187017728,Lmao at least he didn't give speeches to Goldman Sachs. He was just a partner. #DrainWhatSwap #DonTheCon 
803753126280962048,What role will The Internet Archive play in Trump's America?  
803753127446913024,News: Politics|Trump Calls for Revoking Flag Burners' Citizenship. Court Rulings Forbid It. - New York Times 
803753126662643712,John Bolton is my choice for Secretary Of State based on what little I know.  President Elect Trump will use his judgement to make selection
803753127711125504,#draintheswamp ACTUALLY meant build the swamp back up with his buddies &amp; their wives. #yougotsuckered… 
803753128214433792,Trump Can't Fix Cyber Security with a Twitter Rant  #CyberSecurity
803753128369725441,I liked a  video from   Trump Is Rape Culture: Answers to Objections
803753128701165568,"Obama kept the auto industry afloat but glad for these 1,000 to keeping jobs "
803753128994537472,Lou  wht is the message here? Support  get a lousy hat  insult Trump get a dinner&amp;a prize job?.
803753129435136001,POLL: Should Mitt Romney be Donald Trump's Secretary of State? NO. What do you think?  via 
803753129170915328,News: Policing Conflicts Will Be 'Massive Undertaking' For Trump's White House Lawyer - NPR 
803753130701754368,The only person who deserves to be Trump's Sec. of State is David Petraeus.
803753130831790084,Josie Long: The Comedian Who Will Help Us Conquer Brexit and Trump 
803753131473506304,"""Why Donald #Trump won't change"" (Well, it's pretty hard to expect much change after 7 decades)  "
803753132220096513,People will only learn the hard way it seems. They can't believe that playing in traffic is a bad mistake till they… 
803753131754614784,Trump won. That's how. 
803753132115316740,Steven Mnuchin Is Donald Trump’s Expected Choice for Treasury Secretary 
803753132136218624,It's all set up. They made up that story to deviate the attn. 
803753132559843328," Tom Price Mr. Trump has selected Mr. Price, a six-term Republican congressman from Georgia. 2nd WRONG accusation. #FACTS"
803753133071618048,What Trump’s immigrant ‘sanctuary city’ defunding means for real estate   Total luxury drea…
803753133642022913,there are so many men of this last generation in finance where you just wonder where they came from and how they go… 
803753135424630784,I'm not sure Trump is serious about anything but embarrassing people he thinks are his enemies. And being ostentati… 
803753134950596608,Somebody put a sock in it!! Trump crushed!! 
803753135957151745,Only naturalized citizens rarely can be stripped of citizenship Can we strip Trump? #trumpdailylies #flagburning#citizenship
803753136192192512,...Did anyone expected something different... 
803753136846475264,I stand with #WALLofUs 
803753136615608320,Why One Company Backed Donald Trump  
803753137639137280,Which we predicted. 
803753138805051392, Now you're trying to take away people's freedom to disagree with you. You're the type of person that has been silenced by Trump
803753139799265281,Trump has been elected. Let's give the ones that elected him  an opportunity to see if the direction they chose was the right one.  #Trump
